1,51466.6666666667,26,371.794871794872,4.78993846153844,7.75513846153846,-0.788461538461528,0.0576923076923055,1,Attending physician 1,1,rhexis,NA,NA,NA,267.572180532416,3.89640075023879,4.5078392376017,2.08409729582416,2.90399812813389
1,51250,24,418.055555555555,8.31903333333335,9.18388333333334,0.402777777777771,0.402777777777782,2,Attending physician 2,1,rhexis,NA,NA,NA,259.919936886308,4.77183008996934,8.08733954205001,3.47590625817497,2.71599158797632
1,50450,17,462.745098039216,8.73571176470587,9.49154705882354,0.0686274509803799,0.568627450980388,3,Fellow 1,1,rhexis,NA,NA,NA,290.983092516935,7.52029941582137,6.67173364642931,2.50559015526158,3.23825807487252
1,50600,25,382.666666666667,6.57286000000003,8.09499600000001,0.44,0.153333333333341,4,Resident 1,1,rhexis,NA,NA,NA,281.508831517276,5.41039918990884,7.28745338192524,2.67138471514237,2.6683675131408
1,50766.6666666667,31,393.010752688171,9.04704838709675,7.93908387096773,0.4731182795699,0.521505376344089,5,Resident 2,1,rhexis,NA,NA,NA,265.824161929857,7.04146195023312,4.64422765434663,2.76723447125048,2.67351271754896
1,51416.6666666667,21,358.730158730159,5.13026666666666,7.28356666666669,-0.603174603174604,0.928571428571433,6,Resident 3,1,rhexis,NA,NA,NA,317.832024451905,5.6633383498016,5.68578069048861,2.12490273664742,3.13074868068124
1,51216.6666666667,23,334.057971014492,6.45683043478262,7.64935652173913,-0.0289855072463702,0.999999999999996,7,Fellow 2,1,rhexis,NA,NA,NA,241.495668910989,4.71219137397248,5.90247854725038,2.73429961389901,2.64240860434628
1,50850,16,401.041666666668,8.01530625000003,7.24311874999999,-0.406249999999996,0.916666666666666,8,Fellow 3,1,rhexis,NA,NA,NA,310.404082518971,8.80682738178878,8.833479398834,2.47503741086579,2.64994758858025
1,51383.3333333333,25,345.333333333333,5.64376400000003,7.93685199999999,-0.106666666666686,0.606666666666671,9,Attending physician 3,1,rhexis,NA,NA,NA,253.791617641689,3.57561469818829,7.95317878482768,2.12670410973655,2.29324692989689
1,51466.6666666667,42,302.380952380953,5.32441666666668,5.83038333333333,0.202380952380955,0.218253968253968,10,Fellow 4,1,rhexis,NA,NA,NA,256.898623636195,4.79772176390644,5.051988981503,2.59155803612184,2.88663120184145
1,51366.6666666667,22,310.606060606062,6.44706363636365,8.3340090909091,0.10606060606061,1.81818181818182,11,Fellow 5,1,rhexis,NA,NA,NA,288.287474770702,6.89350125812402,8.70769615542202,2.37633028995249,2.86232094512149
1,51516.6666666667,29,356.896551724139,6.3649551724138,5.59809310344829,0.339080459770119,-0.120689655172411,1,Attending physician 1,2,phaco,NA,NA,NA,287.176914437941,4.96781417559834,4.51363550659325,2.88313471605371,2.15145601847972
1,51050,31,326.881720430108,6.77532258064516,6.29706451612902,-0.0268817204301051,-0.172043010752687,2,Attending physician 2,2,phaco,NA,NA,NA,217.37820852976,5.10398561007047,4.48601456778348,3.00249796440969,2.03828353303739
1,51400,28,373.214285714284,7.9425,6.93644999999999,0.452380952380947,0.315476190476197,3,Fellow 1,2,phaco,NA,NA,NA,289.363544737287,5.4001864331329,5.22489908777264,3.32525476076434,2.17085980089279
1,52100,51,367.973856209151,7.66010000000001,5.3732137254902,0.290849673202612,0.30392156862745,4,Resident 1,2,phaco,NA,NA,NA,262.548263018333,6.39869732129908,4.61457993321254,3.10337506904533,2.63179404005728
1,54766.6666666667,39,341.02564102564,6.34223333333333,5.44253589743589,-0.465811965811963,0.0341880341880355,5,Resident 2,2,phaco,NA,NA,NA,248.382079103893,5.94996593251341,4.47139513736674,2.87385356933538,2.40861619997882
1,55150,42,265.079365079365,4.88316666666667,6.59521666666668,0.230158730158731,1.97222222222222,6,Resident 3,2,phaco,NA,NA,NA,257.957621459347,5.56207574209602,5.67175556905279,2.60678507542812,2.77569705268328
1,54850,42,332.539682539684,6.25986666666667,3.7418,-0.0873015873015834,-0.130952380952384,7,Fellow 2,2,phaco,NA,NA,NA,268.109723042898,4.50755528470982,3.84690608278342,2.24521113233876,1.46898178066709
1,52250,27,327.777777777776,5.95785555555556,4.53931851851852,-0.0123456790123429,-0.0493827160493852,8,Fellow 3,2,phaco,NA,NA,NA,281.17579742899,4.42892826906963,3.6919929109688,2.42667068448788,1.79434940166216
1,51983.3333333333,29,394.827586206896,6.24566551724137,5.81963103448275,0.298850574712642,-0.436781609195403,9,Attending physician 3,2,phaco,NA,NA,NA,301.81670329262,6.72894651186074,3.96878635075397,2.17415341594862,2.1050835075165
1,51850,46,351.8115942029,7.14441304347827,5.84445217391305,-0.155797101449279,0.105072463768115,10,Fellow 4,2,phaco,NA,NA,NA,242.65069801116,5.26961980781698,5.04853712711753,3.31167075321059,2.38419660502704
